feature_1,feature_2,abs_corr,signed_corr,high_corr_flag,drop_candidate
30_50DRain( in mm),Relative Humidity_D61_D90,0.2340023792173726,0.2340023792173726,False,
Min temp_D31_D60,Relative Humidity_D1_D30,0.23208792712445225,-0.23208792712445225,False,
30DAI(in mm),Min temp_D1_D30,0.23134175325492928,0.23134175325492928,False,
30DRain( in mm),Min temp_D1_D30,0.23134175325492928,-0.23134175325492928,False,
Inst Wind Speed_D91_D120(in Knots),Relative Humidity_D61_D90,0.22898728989870565,0.22898728989870565,False,
Min temp_D1_D30,Max temp_D1_D30,0.22655784388462807,0.22655784388462807,False,
51_70DRain(in mm),Min temp_D1_D30,0.22475157259017933,-0.22475157259017933,False,
51_70AI(in mm),Min temp_D1_D30,0.22475157259017933,0.22475157259017933,False,
30DRain( in mm),Min temp_D61_D90,0.22074929910151392,-0.22074929910151392,False,
30DAI(in mm),Min temp_D61_D90,0.22074929910151392,0.22074929910151392,False,
30_50DAI(in mm),Min temp_D91_D120,0.21705601253197576,0.21705601253197576,False,
71_105DRain(in mm),Min temp_D91_D120,0.21705601253196904,-0.21705601253196904,False,
30_50DRain( in mm),Min temp_D91_D120,0.21705601253196818,-0.21705601253196818,False,
71_105DAI(in mm),Min temp_D91_D120,0.21705601253196818,0.21705601253196818,False,
Inst Wind Speed_D1_D30(in Knots),Relative Humidity_D31_D60,0.21545578778856928,0.21545578778856928,False,
51_70AI(in mm),Inst Wind Speed_D91_D120(in Knots),0.20726248119376478,0.20726248119376478,False,
51_70DRain(in mm),Inst Wind Speed_D91_D120(in Knots),0.20726248119376478,-0.20726248119376478,False,
30DAI(in mm),Min temp_D31_D60,0.19934051577406164,-0.19934051577406164,False,
30DRain( in mm),Min temp_D31_D60,0.19934051577406164,0.19934051577406164,False,
Max temp_D1_D30,Max temp_D91_D120,0.18431107911399533,-0.18431107911399533,False,
Inst Wind Speed_D31_D60(in Knots),Relative Humidity_D1_D30,0.17663710129758536,0.17663710129758536,False,
Max temp_D31_D60,Relative Humidity_D1_D30,0.17329208067621876,-0.17329208067621876,False,
Max temp_D91_D120,Relative Humidity_D1_D30,0.17165488915328786,0.17165488915328786,False,
Relative Humidity_D1_D30,Relative Humidity_D61_D90,0.1667379841941835,-0.1667379841941835,False,
Min temp_D31_D60,Inst Wind Speed_D91_D120(in Knots),0.16583871331968725,-0.16583871331968725,False,
51_70AI(in mm),Inst Wind Speed_D1_D30(in Knots),0.16214708540979372,-0.16214708540979372,False,
51_70DRain(in mm),Inst Wind Speed_D1_D30(in Knots),0.16214708540979372,0.16214708540979372,False,
Inst Wind Speed_D31_D60(in Knots),Relative Humidity_D61_D90,0.1537744385682755,-0.1537744385682755,False,
Min temp_D91_D120,Relative Humidity_D1_D30,0.1380101101811802,0.1380101101811802,False,
30DRain( in mm),Inst Wind Speed_D61_D90(in Knots),0.1348571650748186,0.1348571650748186,False,
30DAI(in mm),Inst Wind Speed_D61_D90(in Knots),0.1348571650748186,-0.1348571650748186,False,
Max temp_D1_D30,Inst Wind Speed_D91_D120(in Knots),0.13087272099992167,-0.13087272099992167,False,
Max temp_D1_D30,Inst Wind Speed_D31_D60(in Knots),0.13073863662175442,0.13073863662175442,False,
Max temp_D31_D60,Inst Wind Speed_D61_D90(in Knots),0.12797411978423212,0.12797411978423212,False,
Min temp_D1_D30,Relative Humidity_D1_D30,0.12427608554470636,-0.12427608554470636,False,
30DAI(in mm),Inst Wind Speed_D1_D30(in Knots),0.117915135974133,0.117915135974133,False,
30DRain( in mm),Inst Wind Speed_D1_D30(in Knots),0.117915135974133,-0.117915135974133,False,
Inst Wind Speed_D1_D30(in Knots),Relative Humidity_D91_D120,0.10839868369514388,0.10839868369514388,False,
Max temp_D31_D60,Inst Wind Speed_D1_D30(in Knots),0.10352581783466332,0.10352581783466332,False,
Max temp_D61_D90,Relative Humidity_D61_D90,0.10281941416300146,-0.10281941416300146,False,
Inst Wind Speed_D91_D120(in Knots),Relative Humidity_D1_D30,0.09131731202578217,0.09131731202578217,False,
Inst Wind Speed_D61_D90(in Knots),Relative Humidity_D61_D90,0.0871271354421594,-0.0871271354421594,False,
Min temp_D1_D30,Inst Wind Speed_D61_D90(in Knots),0.08488394764885154,0.08488394764885154,False,
Min temp_D61_D90,Relative Humidity_D1_D30,0.08122791686462365,-0.08122791686462365,False,
Inst Wind Speed_D91_D120(in Knots),Relative Humidity_D31_D60,0.08100298550431935,0.08100298550431935,False,
Min temp_D61_D90,Inst Wind Speed_D61_D90(in Knots),0.080447010783003,0.080447010783003,False,
Max temp_D91_D120,Inst Wind Speed_D1_D30(in Knots),0.05926466375357717,0.05926466375357717,False,
Max temp_D61_D90,Relative Humidity_D1_D30,0.05780019241736437,-0.05780019241736437,False,
51_70DRain(in mm),Min temp_D31_D60,0.05484578003951401,-0.05484578003951401,False,
51_70AI(in mm),Min temp_D31_D60,0.05484578003951401,0.05484578003951401,False,
30_50DRain( in mm),Min temp_D31_D60,0.05370651501859606,0.05370651501859606,False,
71_105DAI(in mm),Min temp_D31_D60,0.05370651501859606,-0.05370651501859606,False,
71_105DRain(in mm),Min temp_D31_D60,0.05370651501859426,0.05370651501859426,False,
30_50DAI(in mm),Min temp_D31_D60,0.053706515018586906,-0.053706515018586906,False,
30_50DRain( in mm),Inst Wind Speed_D1_D30(in Knots),0.05013304236064782,0.05013304236064782,False,
71_105DAI(in mm),Inst Wind Speed_D1_D30(in Knots),0.05013304236064782,-0.05013304236064782,False,
30_50DAI(in mm),Inst Wind Speed_D1_D30(in Knots),0.0501330423606446,-0.0501330423606446,False,
71_105DRain(in mm),Inst Wind Speed_D1_D30(in Knots),0.05013304236064333,0.05013304236064333,False,
51_70DRain(in mm),Max temp_D1_D30,0.04722339069761921,0.04722339069761921,False,
51_70AI(in mm),Max temp_D1_D30,0.04722339069761921,-0.04722339069761921,False,
Min temp_D31_D60,Inst Wind Speed_D61_D90(in Knots),0.04466948657936067,0.04466948657936067,False,
30DRain( in mm),Min temp_D91_D120,0.03684110281014206,-0.03684110281014206,False,
30DAI(in mm),Min temp_D91_D120,0.03684110281014206,0.03684110281014206,False,
Inst Wind Speed_D1_D30(in Knots),Paddy yield_per_hectare(in Kg),0.030732638379801606,0.030732638379801606,False,
Min temp_D31_D60,Inst Wind Speed_D31_D60(in Knots),0.029736097971089472,0.029736097971089472,False,
Inst Wind Speed_D61_D90(in Knots),Trash(in bundles),0.029455372018856976,0.029455372018856976,False,
Max temp_D1_D30,Paddy yield_per_hectare(in Kg),0.028714176901982854,-0.028714176901982854,False,
Min temp_D31_D60,Max temp_D91_D120,0.028055571673131146,-0.028055571673131146,False,
Inst Wind Speed_D61_D90(in Knots),Paddy yield_per_hectare(in Kg),0.027924277454097347,0.027924277454097347,False,
Max temp_D61_D90,Paddy yield_per_hectare(in Kg),0.027326917445718992,0.027326917445718992,False,
Max temp_D1_D30,Max temp_D31_D60,0.027230676777863623,-0.027230676777863623,False,
Inst Wind Speed_D61_D90(in Knots),Paddy yield(in Kg),0.02539112917520095,0.02539112917520095,False,
Micronutrients_70Days,Inst Wind Speed_D61_D90(in Knots),0.024321994724663037,0.024321994724663037,False,
Urea_40Days,Inst Wind Speed_D61_D90(in Knots),0.024321994724662985,0.024321994724662985,False,
Hectares,Inst Wind Speed_D61_D90(in Knots),0.024321994724662958,0.024321994724662958,False,
Weed28D_thiobencarb,Inst Wind Speed_D61_D90(in Knots),0.024321994724662958,0.024321994724662958,False,
LP_nurseryarea(in Tonnes),Inst Wind Speed_D61_D90(in Knots),0.024321994724662958,0.024321994724662958,False,
Nursery area (Cents),Inst Wind Speed_D61_D90(in Knots),0.024321994724662954,0.024321994724662954,False,
DAP_20days,Inst Wind Speed_D61_D90(in Knots),0.024321994724662954,0.024321994724662954,False,
Pest_60Day(in ml),Inst Wind Speed_D61_D90(in Knots),0.024321994724662937,0.024321994724662937,False,
Seedrate(in Kg),Inst Wind Speed_D61_D90(in Knots),0.02432199472466293,0.02432199472466293,False,
LP_Mainfield(in Tonnes),Inst Wind Speed_D61_D90(in Knots),0.02432199472466293,0.02432199472466293,False,
Potassh_50Days,Inst Wind Speed_D61_D90(in Knots),0.024321994724662926,0.024321994724662926,False,
Inst Wind Speed_D1_D30(in Knots),Trash(in bundles),0.023416154655010353,0.023416154655010353,False,
30DRain( in mm),Paddy yield_per_hectare(in Kg),0.02055695903006887,-0.02055695903006887,False,
30DAI(in mm),Paddy yield_per_hectare(in Kg),0.02055695903006887,0.02055695903006887,False,
Inst Wind Speed_D1_D30(in Knots),Paddy yield(in Kg),0.020394922187326383,0.020394922187326383,False,
Max temp_D91_D120,Paddy yield(in Kg),0.019639639283651904,0.019639639283651904,False,
Max temp_D1_D30,Paddy yield(in Kg),0.019034692634455518,-0.019034692634455518,False,
Max temp_D1_D30,Trash(in bundles),0.018905794316816448,-0.018905794316816448,False,
Micronutrients_70Days,Max temp_D91_D120,0.01882549183799653,0.01882549183799653,False,
Urea_40Days,Max temp_D91_D120,0.01882549183799649,0.01882549183799649,False,
LP_nurseryarea(in Tonnes),Max temp_D91_D120,0.018825491837996478,0.018825491837996478,False,
Pest_60Day(in ml),Max temp_D91_D120,0.018825491837996478,0.018825491837996478,False,
Weed28D_thiobencarb,Max temp_D91_D120,0.018825491837996478,0.018825491837996478,False,
Hectares,Max temp_D91_D120,0.018825491837996478,0.018825491837996478,False,
Nursery area (Cents),Max temp_D91_D120,0.018825491837996467,0.018825491837996467,False,
DAP_20days,Max temp_D91_D120,0.018825491837996467,0.018825491837996467,False,
Potassh_50Days,Max temp_D91_D120,0.018825491837996464,0.018825491837996464,False,
Seedrate(in Kg),Max temp_D91_D120,0.018825491837996446,0.018825491837996446,False,
LP_Mainfield(in Tonnes),Max temp_D91_D120,0.018825491837996446,0.018825491837996446,False,
Relative Humidity_D1_D30,Paddy yield(in Kg),0.018200846166354877,-0.018200846166354877,False,
Micronutrients_70Days,Inst Wind Speed_D1_D30(in Knots),0.017725816770270766,0.017725816770270766,False,
Urea_40Days,Inst Wind Speed_D1_D30(in Knots),0.017725816770270717,0.017725816770270717,False,
DAP_20days,Inst Wind Speed_D1_D30(in Knots),0.017725816770270714,0.017725816770270714,False,
Nursery area (Cents),Inst Wind Speed_D1_D30(in Knots),0.017725816770270714,0.017725816770270714,False,
LP_nurseryarea(in Tonnes),Inst Wind Speed_D1_D30(in Knots),0.017725816770270707,0.017725816770270707,False,
Weed28D_thiobencarb,Inst Wind Speed_D1_D30(in Knots),0.017725816770270707,0.017725816770270707,False,
Hectares,Inst Wind Speed_D1_D30(in Knots),0.017725816770270707,0.017725816770270707,False,
Pest_60Day(in ml),Inst Wind Speed_D1_D30(in Knots),0.017725816770270707,0.017725816770270707,False,
Seedrate(in Kg),Inst Wind Speed_D1_D30(in Knots),0.01772581677027069,0.01772581677027069,False,
LP_Mainfield(in Tonnes),Inst Wind Speed_D1_D30(in Knots),0.01772581677027069,0.01772581677027069,False,
Potassh_50Days,Inst Wind Speed_D1_D30(in Knots),0.017725816770270676,0.017725816770270676,False,
Min temp_D1_D30,Paddy yield_per_hectare(in Kg),0.017629873698204044,0.017629873698204044,False,
Micronutrients_70Days,Relative Humidity_D1_D30,0.01735539450298697,-0.01735539450298697,False,
Pest_60Day(in ml),Relative Humidity_D1_D30,0.017355394502986902,-0.017355394502986902,False,
Urea_40Days,Relative Humidity_D1_D30,0.0173553945029869,-0.0173553945029869,False,
Potassh_50Days,Relative Humidity_D1_D30,0.017355394502986878,-0.017355394502986878,False,
Seedrate(in Kg),Relative Humidity_D1_D30,0.017355394502986874,-0.017355394502986874,False,
LP_Mainfield(in Tonnes),Relative Humidity_D1_D30,0.017355394502986874,-0.017355394502986874,False,
Hectares,Relative Humidity_D1_D30,0.017355394502986867,-0.017355394502986867,False,
LP_nurseryarea(in Tonnes),Relative Humidity_D1_D30,0.017355394502986867,-0.017355394502986867,False,
Weed28D_thiobencarb,Relative Humidity_D1_D30,0.017355394502986867,-0.017355394502986867,False,
DAP_20days,Relative Humidity_D1_D30,0.017355394502986864,-0.017355394502986864,False,
Nursery area (Cents),Relative Humidity_D1_D30,0.017355394502986864,-0.017355394502986864,False,
Urea_40Days,Max temp_D1_D30,0.01658536104532893,-0.01658536104532893,False,
Nursery area (Cents),Max temp_D1_D30,0.01658536104532892,-0.01658536104532892,False,
DAP_20days,Max temp_D1_D30,0.01658536104532892,-0.01658536104532892,False,
Micronutrients_70Days,Max temp_D1_D30,0.016585361045328914,-0.016585361045328914,False,
Pest_60Day(in ml),Max temp_D1_D30,0.0165853610453289,-0.0165853610453289,False,
Potassh_50Days,Max temp_D1_D30,0.016585361045328876,-0.016585361045328876,False,
LP_nurseryarea(in Tonnes),Max temp_D1_D30,0.016585361045328876,-0.016585361045328876,False,
Weed28D_thiobencarb,Max temp_D1_D30,0.016585361045328876,-0.016585361045328876,False,
Hectares,Max temp_D1_D30,0.016585361045328876,-0.016585361045328876,False,
Seedrate(in Kg),Max temp_D1_D30,0.01658536104532887,-0.01658536104532887,False,
LP_Mainfield(in Tonnes),Max temp_D1_D30,0.01658536104532887,-0.01658536104532887,False,
Max temp_D91_D120,Inst Wind Speed_D61_D90(in Knots),0.016460161162380606,0.016460161162380606,False,
Min temp_D61_D90,Paddy yield_per_hectare(in Kg),0.016421328888260582,0.016421328888260582,False,
Min temp_D91_D120,Trash(in bundles),0.015904119702181762,-0.015904119702181762,False,
Relative Humidity_D1_D30,Paddy yield_per_hectare(in Kg),0.015731438075772645,-0.015731438075772645,False,
Relative Humidity_D1_D30,Trash(in bundles),0.015672225547404415,-0.015672225547404415,False,
Max temp_D91_D120,Paddy yield_per_hectare(in Kg),0.015613708574249319,0.015613708574249319,False,
Max temp_D31_D60,Paddy yield(in Kg),0.0153104334237986,-0.0153104334237986,False,
Micronutrients_70Days,Max temp_D31_D60,0.015231263543496246,-0.015231263543496246,False,
Pest_60Day(in ml),Max temp_D31_D60,0.015231263543496208,-0.015231263543496208,False,
Urea_40Days,Max temp_D31_D60,0.015231263543496201,-0.015231263543496201,False,
Hectares,Max temp_D31_D60,0.01523126354349619,-0.01523126354349619,False,
Potassh_50Days,Max temp_D31_D60,0.01523126354349619,-0.01523126354349619,False,
LP_nurseryarea(in Tonnes),Max temp_D31_D60,0.01523126354349619,-0.01523126354349619,False,
Weed28D_thiobencarb,Max temp_D31_D60,0.01523126354349619,-0.01523126354349619,False,
Nursery area (Cents),Max temp_D31_D60,0.015231263543496179,-0.015231263543496179,False,
DAP_20days,Max temp_D31_D60,0.015231263543496179,-0.015231263543496179,False,
Seedrate(in Kg),Max temp_D31_D60,0.015231263543496174,-0.015231263543496174,False,
LP_Mainfield(in Tonnes),Max temp_D31_D60,0.015231263543496174,-0.015231263543496174,False,
Max temp_D61_D90,Paddy yield(in Kg),0.013975571564418426,0.013975571564418426,False,
Min temp_D1_D30,Paddy yield(in Kg),0.01354371646782507,0.01354371646782507,False,
30DAI(in mm),Relative Humidity_D61_D90,0.013194730784588002,-0.013194730784588002,False,
30DRain( in mm),Relative Humidity_D61_D90,0.013194730784588002,0.013194730784588002,False,
Micronutrients_70Days,51_70AI(in mm),0.012891284926280373,-0.012891284926280373,False,
Micronutrients_70Days,51_70DRain(in mm),0.012891284926280373,0.012891284926280373,False,
Urea_40Days,51_70AI(in mm),0.012891284926280328,-0.012891284926280328,False,
Urea_40Days,51_70DRain(in mm),0.012891284926280328,0.012891284926280328,False,
Potassh_50Days,51_70AI(in mm),0.012891284926280323,-0.012891284926280323,False,
Potassh_50Days,51_70DRain(in mm),0.012891284926280323,0.012891284926280323,False,
Pest_60Day(in ml),51_70AI(in mm),0.012891284926280321,-0.012891284926280321,False,
Pest_60Day(in ml),51_70DRain(in mm),0.012891284926280321,0.012891284926280321,False,
Seedrate(in Kg),51_70AI(in mm),0.012891284926280312,-0.012891284926280312,False,
Seedrate(in Kg),51_70DRain(in mm),0.012891284926280312,0.012891284926280312,False,
LP_Mainfield(in Tonnes),51_70AI(in mm),0.012891284926280312,-0.012891284926280312,False,
LP_Mainfield(in Tonnes),51_70DRain(in mm),0.012891284926280312,0.012891284926280312,False,
Hectares,51_70DRain(in mm),0.0128912849262803,0.0128912849262803,False,
Weed28D_thiobencarb,51_70AI(in mm),0.0128912849262803,-0.0128912849262803,False,
LP_nurseryarea(in Tonnes),51_70DRain(in mm),0.0128912849262803,0.0128912849262803,False,
LP_nurseryarea(in Tonnes),51_70AI(in mm),0.0128912849262803,-0.0128912849262803,False,
Hectares,51_70AI(in mm),0.0128912849262803,-0.0128912849262803,False,
Weed28D_thiobencarb,51_70DRain(in mm),0.0128912849262803,0.0128912849262803,False,
DAP_20days,51_70DRain(in mm),0.012891284926280291,0.012891284926280291,False,
DAP_20days,51_70AI(in mm),0.012891284926280291,-0.012891284926280291,False,
Nursery area (Cents),51_70AI(in mm),0.012891284926280291,-0.012891284926280291,False,
Nursery area (Cents),51_70DRain(in mm),0.012891284926280291,0.012891284926280291,False,
51_70DRain(in mm),Trash(in bundles),0.012616246984476753,0.012616246984476753,False,
51_70AI(in mm),Trash(in bundles),0.012616246984476753,-0.012616246984476753,False,
51_70AI(in mm),Paddy yield(in Kg),0.011914750366079056,-0.011914750366079056,False,
51_70DRain(in mm),Paddy yield(in Kg),0.011914750366079056,0.011914750366079056,False,
Inst Wind Speed_D91_D120(in Knots),Paddy yield(in Kg),0.011587550869482828,0.011587550869482828,False,
Min temp_D61_D90,Paddy yield(in Kg),0.011365298777949102,0.011365298777949102,False,
Micronutrients_70Days,Min temp_D1_D30,0.011020716711957677,0.011020716711957677,False,
LP_Mainfield(in Tonnes),Min temp_D1_D30,0.01102071671195764,0.01102071671195764,False,
Seedrate(in Kg),Min temp_D1_D30,0.01102071671195764,0.01102071671195764,False,
LP_nurseryarea(in Tonnes),Min temp_D1_D30,0.011020716711957635,0.011020716711957635,False,
Hectares,Min temp_D1_D30,0.011020716711957635,0.011020716711957635,False,
Pest_60Day(in ml),Min temp_D1_D30,0.011020716711957635,0.011020716711957635,False,
Weed28D_thiobencarb,Min temp_D1_D30,0.011020716711957635,0.011020716711957635,False,
Urea_40Days,Min temp_D1_D30,0.011020716711957632,0.011020716711957632,False,
DAP_20days,Min temp_D1_D30,0.011020716711957618,0.011020716711957618,False,
Nursery area (Cents),Min temp_D1_D30,0.011020716711957618,0.011020716711957618,False,
Potassh_50Days,Min temp_D1_D30,0.011020716711957597,0.011020716711957597,False,
Max temp_D91_D120,Trash(in bundles),0.010714466922622908,0.010714466922622908,False,
Inst Wind Speed_D31_D60(in Knots),Paddy yield(in Kg),0.010461308904795397,0.010461308904795397,False,
Inst Wind Speed_D91_D120(in Knots),Paddy yield_per_hectare(in Kg),0.00998441224629505,0.00998441224629505,False,
Micronutrients_70Days,Inst Wind Speed_D31_D60(in Knots),0.0099072814754618,0.0099072814754618,False,
Urea_40Days,Inst Wind Speed_D31_D60(in Knots),0.0099072814754618,0.0099072814754618,False,
Pest_60Day(in ml),Inst Wind Speed_D31_D60(in Knots),0.009907281475461795,0.009907281475461795,False,
DAP_20days,Inst Wind Speed_D31_D60(in Knots),0.009907281475461775,0.009907281475461775,False,
Nursery area (Cents),Inst Wind Speed_D31_D60(in Knots),0.009907281475461775,0.009907281475461775,False,
Hectares,Inst Wind Speed_D31_D60(in Knots),0.009907281475461768,0.009907281475461768,False,
Weed28D_thiobencarb,Inst Wind Speed_D31_D60(in Knots),0.009907281475461768,0.009907281475461768,False,
LP_nurseryarea(in Tonnes),Inst Wind Speed_D31_D60(in Knots),0.009907281475461768,0.009907281475461768,False,
Seedrate(in Kg),Inst Wind Speed_D31_D60(in Knots),0.009907281475461766,0.009907281475461766,False,
Potassh_50Days,Inst Wind Speed_D31_D60(in Knots),0.009907281475461766,0.009907281475461766,False,
LP_Mainfield(in Tonnes),Inst Wind Speed_D31_D60(in Knots),0.009907281475461766,0.009907281475461766,False,
Min temp_D31_D60,Max temp_D31_D60,0.009898137985247888,-0.009898137985247888,False,
Pest_60Day(in ml),Inst Wind Speed_D91_D120(in Knots),0.009735827879476302,0.009735827879476302,False,
Micronutrients_70Days,Inst Wind Speed_D91_D120(in Knots),0.009735827879476298,0.009735827879476298,False,
DAP_20days,Inst Wind Speed_D91_D120(in Knots),0.009735827879476288,0.009735827879476288,False,
Nursery area (Cents),Inst Wind Speed_D91_D120(in Knots),0.009735827879476288,0.009735827879476288,False,
Urea_40Days,Inst Wind Speed_D91_D120(in Knots),0.00973582787947628,0.00973582787947628,False,
LP_Mainfield(in Tonnes),Inst Wind Speed_D91_D120(in Knots),0.009735827879476267,0.009735827879476267,False,
Seedrate(in Kg),Inst Wind Speed_D91_D120(in Knots),0.009735827879476267,0.009735827879476267,False,
Hectares,Inst Wind Speed_D91_D120(in Knots),0.009735827879476267,0.009735827879476267,False,
Weed28D_thiobencarb,Inst Wind Speed_D91_D120(in Knots),0.009735827879476267,0.009735827879476267,False,
LP_nurseryarea(in Tonnes),Inst Wind Speed_D91_D120(in Knots),0.009735827879476267,0.009735827879476267,False,
Potassh_50Days,Inst Wind Speed_D91_D120(in Knots),0.009735827879476256,0.009735827879476256,False,
Micronutrients_70Days,Max temp_D61_D90,0.00914170668870892,0.00914170668870892,False,
Urea_40Days,Max temp_D61_D90,0.009141706688708891,0.009141706688708891,False,
Pest_60Day(in ml),Max temp_D61_D90,0.00914170668870889,0.00914170668870889,False,
Seedrate(in Kg),Max temp_D61_D90,0.00914170668870889,0.00914170668870889,False,
LP_Mainfield(in Tonnes),Max temp_D61_D90,0.00914170668870889,0.00914170668870889,False,
DAP_20days,Max temp_D61_D90,0.009141706688708881,0.009141706688708881,False,
Nursery area (Cents),Max temp_D61_D90,0.009141706688708881,0.009141706688708881,False,
LP_nurseryarea(in Tonnes),Max temp_D61_D90,0.009141706688708878,0.009141706688708878,False,
Weed28D_thiobencarb,Max temp_D61_D90,0.009141706688708878,0.009141706688708878,False,
Hectares,Max temp_D61_D90,0.009141706688708878,0.009141706688708878,False,
Potassh_50Days,Max temp_D61_D90,0.009141706688708864,0.009141706688708864,False,
Micronutrients_70Days,Min temp_D61_D90,0.00890412597313934,0.00890412597313934,False,
Pest_60Day(in ml),Min temp_D61_D90,0.008904125973139313,0.008904125973139313,False,
Hectares,Min temp_D61_D90,0.008904125973139306,0.008904125973139306,False,
LP_nurseryarea(in Tonnes),Min temp_D61_D90,0.008904125973139306,0.008904125973139306,False,
Weed28D_thiobencarb,Min temp_D61_D90,0.008904125973139306,0.008904125973139306,False,
LP_Mainfield(in Tonnes),Min temp_D61_D90,0.0089041259731393,0.0089041259731393,False,
Seedrate(in Kg),Min temp_D61_D90,0.0089041259731393,0.0089041259731393,False,
Urea_40Days,Min temp_D61_D90,0.008904125973139299,0.008904125973139299,False,
Nursery area (Cents),Min temp_D61_D90,0.008904125973139292,0.008904125973139292,False,
DAP_20days,Min temp_D61_D90,0.008904125973139292,0.008904125973139292,False,
Potassh_50Days,Min temp_D61_D90,0.008904125973139268,0.008904125973139268,False,
30DRain( in mm),Paddy yield(in Kg),0.008338366807543244,-0.008338366807543244,False,
30DAI(in mm),Paddy yield(in Kg),0.008338366807543244,0.008338366807543244,False,
Max temp_D31_D60,Paddy yield_per_hectare(in Kg),0.007958464284252266,-0.007958464284252266,False,
Min temp_D91_D120,Paddy yield_per_hectare(in Kg),0.007786655055625355,-0.007786655055625355,False,
Relative Humidity_D91_D120,Trash(in bundles),0.0070257496422032805,0.0070257496422032805,False,
Urea_40Days,Relative Humidity_D31_D60,0.006974688737868307,-0.006974688737868307,False,
Micronutrients_70Days,Relative Humidity_D31_D60,0.006974688737868295,-0.006974688737868295,False,
Potassh_50Days,Relative Humidity_D31_D60,0.00697468873786829,-0.00697468873786829,False,
DAP_20days,Relative Humidity_D31_D60,0.0069746887378682836,-0.0069746887378682836,False,
Nursery area (Cents),Relative Humidity_D31_D60,0.0069746887378682836,-0.0069746887378682836,False,
Pest_60Day(in ml),Relative Humidity_D31_D60,0.006974688737868282,-0.006974688737868282,False,
Hectares,Relative Humidity_D31_D60,0.006974688737868274,-0.006974688737868274,False,
LP_nurseryarea(in Tonnes),Relative Humidity_D31_D60,0.006974688737868274,-0.006974688737868274,False,
Weed28D_thiobencarb,Relative Humidity_D31_D60,0.006974688737868274,-0.006974688737868274,False,
LP_Mainfield(in Tonnes),Relative Humidity_D31_D60,0.006974688737868273,-0.006974688737868273,False,
Seedrate(in Kg),Relative Humidity_D31_D60,0.006974688737868273,-0.006974688737868273,False,
30_50DAI(in mm),Trash(in bundles),0.006809529641808301,-0.006809529641808301,False,
71_105DRain(in mm),Trash(in bundles),0.00680952964171,0.00680952964171,False,
30_50DRain( in mm),Trash(in bundles),0.00680952964158525,0.00680952964158525,False,
71_105DAI(in mm),Trash(in bundles),0.00680952964158525,-0.00680952964158525,False,
Relative Humidity_D31_D60,Trash(in bundles),0.006722982638222516,-0.006722982638222516,False,
30_50DRain( in mm),Paddy yield_per_hectare(in Kg),0.006550946117472172,-0.006550946117472172,False,
71_105DAI(in mm),Paddy yield_per_hectare(in Kg),0.006550946117472172,0.006550946117472172,False,
71_105DRain(in mm),Paddy yield_per_hectare(in Kg),0.0065509461174084824,-0.0065509461174084824,False,
30_50DAI(in mm),Paddy yield_per_hectare(in Kg),0.006550946117356489,0.006550946117356489,False,
DAP_20days,Min temp_D91_D120,0.006267592894762748,-0.006267592894762748,False,
Nursery area (Cents),Min temp_D91_D120,0.006267592894762748,-0.006267592894762748,False,
Urea_40Days,Min temp_D91_D120,0.0062675928947627385,-0.0062675928947627385,False,
Micronutrients_70Days,Min temp_D91_D120,0.006267592894762725,-0.006267592894762725,False,
Weed28D_thiobencarb,Min temp_D91_D120,0.006267592894762723,-0.006267592894762723,False,
Hectares,Min temp_D91_D120,0.006267592894762723,-0.006267592894762723,False,
LP_nurseryarea(in Tonnes),Min temp_D91_D120,0.006267592894762723,-0.006267592894762723,False,
Potassh_50Days,Min temp_D91_D120,0.006267592894762721,-0.006267592894762721,False,
Pest_60Day(in ml),Min temp_D91_D120,0.006267592894762708,-0.006267592894762708,False,
Seedrate(in Kg),Min temp_D91_D120,0.006267592894762689,-0.006267592894762689,False,
LP_Mainfield(in Tonnes),Min temp_D91_D120,0.006267592894762689,-0.006267592894762689,False,
Micronutrients_70Days,30_50DAI(in mm),0.005870924039024765,-0.005870924039024765,False,
Potassh_50Days,30_50DAI(in mm),0.005870924039024742,-0.005870924039024742,False,
Urea_40Days,30_50DAI(in mm),0.005870924039024734,-0.005870924039024734,False,
LP_Mainfield(in Tonnes),30_50DAI(in mm),0.0058709240390247336,-0.0058709240390247336,False,
Seedrate(in Kg),30_50DAI(in mm),0.0058709240390247336,-0.0058709240390247336,False,
Pest_60Day(in ml),30_50DAI(in mm),0.00587092403902473,-0.00587092403902473,False,
Weed28D_thiobencarb,30_50DAI(in mm),0.005870924039024715,-0.005870924039024715,False,
LP_nurseryarea(in Tonnes),30_50DAI(in mm),0.005870924039024715,-0.005870924039024715,False,
Hectares,30_50DAI(in mm),0.005870924039024715,-0.005870924039024715,False,
Nursery area (Cents),30_50DAI(in mm),0.0058709240390246884,-0.0058709240390246884,False,
DAP_20days,30_50DAI(in mm),0.0058709240390246884,-0.0058709240390246884,False,
Micronutrients_70Days,71_105DRain(in mm),0.0058709240389246495,0.0058709240389246495,False,
LP_Mainfield(in Tonnes),71_105DRain(in mm),0.005870924038924605,0.005870924038924605,False,
Seedrate(in Kg),71_105DRain(in mm),0.005870924038924605,0.005870924038924605,False,
Potassh_50Days,71_105DRain(in mm),0.0058709240389246044,0.0058709240389246044,False,
Urea_40Days,71_105DRain(in mm),0.005870924038924603,0.005870924038924603,False,
Weed28D_thiobencarb,71_105DRain(in mm),0.005870924038924595,0.005870924038924595,False,
